Departure,Destination,Date,Departure time,Arrival time,Stops,Flightnumber,Airports,Duration,Price
brussel,brindisi,22/04/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines', 'Air Baltic']",455,679.55
brussel,napels,22/04/2023,09:35,11:55,0,['SN 3169'],['Brussels Airlines'],140,285.14
brussel,napels,22/04/2023,19:00,22:35,1,"['LH 5631', 'LH 1880']","['Brussels Airlines', 'Lufthansa']",215,119.58
brussel,napels,22/04/2023,19:00,22:35,1,"['SN 2647', 'SN 7181']","['Brussels Airlines', 'Lufthansa']",215,149.58
brussel,napels,22/04/2023,07:00,12:05,1,"['SN 2607', 'SN 7183']","['Brussels Airlines', 'Lufthansa']",305,548.67
brussel,napels,22/04/2023,07:00,12:05,1,"['LH 5587', 'LH 334']","['Brussels Airlines', 'Lufthansa']",305,548.67
brussel,napels,22/04/2023,06:55,12:25,1,"['LH 5629', 'LH 1876']","['Brussels Airlines', 'Lufthansa']",330,275.58
brussel,napels,22/04/2023,06:55,12:25,1,"['SN 2641', 'SN 7177']","['Brussels Airlines', 'Lufthansa']",330,346.58
brussel,palermo,22/04/2023,06:55,11:05,1,"['LH 5629', 'LH 1914']","['Brussels Airlines', 'EW Discover']",250,222.58
brussel,palermo,22/04/2023,06:55,16:35,1,"['LH 5629', 'LH 1916']","['Brussels Airlines', 'Lufthansa Cityline']",580,222.58
brussel,palermo,22/04/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1742']","['Brussels Airlines', 'Swiss International Air Lines']",455,547.55
brussel,palermo,22/04/2023,07:00,16:35,2,"['LH 5587', 'LH 100', 'LH 1916']","['Brussels Airlines', 'Lufthansa', 'Lufthansa Cityline']",575,486.11
brussel,faro,22/04/2023,09:20,11:20,0,['SN 3801'],['Brussels Airlines'],180,912.14
brussel,faro,22/04/2023,06:55,13:00,1,"['LH 5629', 'LH 1786']","['Brussels Airlines', 'Lufthansa']",425,407.58
brussel,faro,22/04/2023,09:15,17:20,1,"['SN 3815', 'TP 1903']","['Brussels Airlines', 'Tap Air Portugal']",545,671.25
brussel,alicante,22/04/2023,05:55,08:25,0,['SN 3771'],['Brussels Airlines'],150,337.14
brussel,alicante,22/04/2023,17:20,19:50,0,['SN 3773'],['Brussels Airlines'],150,233.14
brussel,alicante,22/04/2023,06:55,17:20,1,"['LH 5629', 'LH 1848']","['Brussels Airlines', 'EW Discover']",625,190.58
brussel,alicante,22/04/2023,06:20,14:40,2,"['LX 4551', 'LX 2807', 'LX 2174']","['Brussels Airlines', 'Swiss International Air Lines', 'Air Baltic']",500,793.55
brussel,ibiza,22/04/2023,07:00,11:55,1,"['LH 5587', 'LH 4308']","['Brussels Airlines', 'EW Discover']",295,429.67
brussel,ibiza,22/04/2023,06:55,15:15,1,"['LH 5629', 'LH 1846']","['Brussels Airlines', 'Lufthansa Cityline']",500,422.58
brussel,ibiza,22/04/2023,07:00,11:55,1,"['LH 5587', '4Y 530']","['Brussels Airlines', 'EW Discover']",295,429.67
brussel,ibiza,22/04/2023,07:00,15:15,2,"['LH 5587', 'LH 100', 'LH 1846']","['Brussels Airlines', 'Lufthansa', 'Lufthansa Cityline']",495,750.11
brussel,ibiza,22/04/2023,06:20,18:45,2,"['LX 4551', 'LX 2807', 'LX 8266']","['Brussels Airlines', 'Swiss International Air Lines', 'SWISS INTERNATIONAL AIR LINES FOR EDELWEISS AIR']",745,981.52
brussel,malaga,22/04/2023,06:00,08:50,0,['SN 3733'],['Brussels Airlines'],170,444.14
brussel,malaga,22/04/2023,11:55,14:45,0,['SN 3735'],['Brussels Airlines'],170,574.14
brussel,malaga,22/04/2023,16:25,19:20,0,['SN 3737'],['Brussels Airlines'],175,444.14
brussel,malaga,22/04/2023,07:00,12:10,1,"['LH 5587', 'LH 1148']","['Brussels Airlines', 'Lufthansa']",310,512.67
brussel,malaga,22/04/2023,06:55,13:40,1,"['LH 5629', 'LH 1832']","['Brussels Airlines', 'Lufthansa']",405,505.58
brussel,palma-de-mallorca,22/04/2023,14:15,16:30,0,['SN 3765'],['Brussels Airlines'],135,311.14
brussel,palma-de-mallorca,22/04/2023,15:00,17:10,0,['SN 3767'],['Brussels Airlines'],130,246.14
brussel,palma-de-mallorca,22/04/2023,07:00,11:10,1,"['LH 5587', 'LH 1530']","['Brussels Airlines', 'Lufthansa']",250,509.67
brussel,palma-de-mallorca,22/04/2023,07:00,12:25,1,"['LH 5587', 'LH 4302']","['Brussels Airlines', 'EW Discover']",325,509.67
brussel,palma-de-mallorca,22/04/2023,06:55,13:00,1,"['LH 5629', 'LH 1796']","['Brussels Airlines', 'Lufthansa']",365,372.58
brussel,tenerife,22/04/2023,13:20,17:00,0,['SN 3781'],['Brussels Airlines'],280,470.14
brussel,tenerife,22/04/2023,07:00,15:55,1,"['LH 5587', 'LH 4380']","['Brussels Airlines', 'EW Discover']",595,603.67
brussel,tenerife,22/04/2023,07:00,15:55,1,"['LH 5587', '4Y 306']","['Brussels Airlines', 'EW Discover']",595,603.67
brussel,tenerife,22/04/2023,06:55,15:55,2,"['LH 5629', 'LH 101', 'LH 4380']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",600,795.11
brussel,tenerife,22/04/2023,06:55,15:55,2,"['LH 5629', 'LH 99', 'LH 4380']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",600,665.11
brussel,tenerife,22/04/2023,06:20,16:40,2,"['LX 4551', 'LX 2809', 'LX 8216']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",680,826.52
brussel,corfu,22/04/2023,None,None,None,None,None,None,None
brussel,heraklion,23/04/2023,07:55,12:20,0,['SN 3255'],['Brussels Airlines'],205,652.14
brussel,heraklion,23/04/2023,19:00,01:00,1,"['LH 5631', 'LH 5922']","['Brussels Airlines', 'Aegean Airlines']",300,373.58
brussel,heraklion,23/04/2023,07:00,16:05,1,"['LH 5587', 'LH 1296']","['Brussels Airlines', 'Lufthansa']",485,460.67
brussel,heraklion,23/04/2023,06:55,18:20,1,"['LH 5629', 'LH 1758']","['Brussels Airlines', 'EW Discover']",625,401.58
brussel,heraklion,23/04/2023,06:55,16:05,2,"['LH 5629', 'LH 101', 'LH 1296']","['Brussels Airlines', 'Lufthansa']",490,782.11
brussel,heraklion,23/04/2023,06:55,16:05,2,"['LH 5629', 'LH 99', 'LH 1296']","['Brussels Airlines', 'Lufthansa']",490,587.11
brussel,rhodes,23/04/2023,15:05,19:35,0,['SN 3233'],['Brussels Airlines'],210,623.14
brussel,rhodes,23/04/2023,19:20,19:55,3,"['LX 4563', 'LX 8358', 'LX 8358']","['Brussels Airlines', 'SWISS RAILWAYS', 'Edelweiss Air']",1415,466.28
brussel,rhodes,23/04/2023,19:20,19:55,3,"['LX 4563', 'LX 2805', 'LX 8358', 'LX 8358']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",1415,478.54
brussel,rhodes,23/04/2023,19:20,19:55,3,"['LX 4563', 'LX 2801', 'LX 8358', 'LX 8358']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",1415,478.54
brussel,brindisi,23/04/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines']",455,679.52
brussel,brindisi,23/04/2023,06:20,19:35,2,"['LX 4551', 'LX 2811', 'LX 1720']","['Brussels Airlines', 'Swiss International Air Lines', 'Helvetic Airways']",795,419.52
brussel,napels,23/04/2023,09:35,11:55,0,['SN 3169'],['Brussels Airlines'],140,480.14
brussel,napels,23/04/2023,19:00,22:35,1,"['LH 5631', 'LH 1880']","['Brussels Airlines', 'Lufthansa']",215,119.58
brussel,napels,23/04/2023,19:00,22:35,1,"['SN 2647', 'SN 7181']","['Brussels Airlines', 'Lufthansa']",215,149.58
brussel,napels,23/04/2023,06:55,12:25,1,"['LH 5629', 'LH 1876']","['Brussels Airlines', 'Lufthansa']",330,346.58
brussel,napels,23/04/2023,06:55,12:25,1,"['SN 2641', 'SN 7177']","['Brussels Airlines', 'Lufthansa']",330,346.58
brussel,palermo,23/04/2023,06:55,11:05,1,"['LH 5629', 'LH 1914']","['Brussels Airlines', 'EW Discover']",250,222.58
brussel,palermo,23/04/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1742']","['Brussels Airlines', 'Swiss International Air Lines']",455,547.52
brussel,palermo,23/04/2023,06:55,16:55,2,"['LH 5629', 'LH 105', 'LH 338']","['Brussels Airlines', 'Lufthansa']",600,276.11
brussel,faro,23/04/2023,08:40,10:40,0,['SN 3801'],['Brussels Airlines'],180,736.14
brussel,faro,23/04/2023,07:00,12:20,1,"['LH 5587', 'LH 1498']","['Brussels Airlines', 'Lufthansa']",380,479.67
brussel,faro,23/04/2023,09:15,13:05,1,"['SN 3815', 'TP 1905']","['Brussels Airlines', 'Tap Air Portugal']",290,655.25
brussel,faro,23/04/2023,17:05,23:50,1,"['SN 3819', 'TP 1909']","['Brussels Airlines', 'Tap Air Portugal']",465,655.25
brussel,faro,23/04/2023,09:15,17:20,1,"['SN 3815', 'TP 1903']","['Brussels Airlines', 'Portugália']",545,671.25
brussel,alicante,23/04/2023,05:55,08:25,0,['SN 3771'],['Brussels Airlines'],150,337.14
brussel,alicante,23/04/2023,06:55,17:20,2,"['LH 5629', 'LH 105', 'LH 1174']","['Brussels Airlines', 'Lufthansa']",625,415.11
brussel,alicante,23/04/2023,06:55,17:20,2,"['LH 5629', 'LH 101', 'LH 1174']","['Brussels Airlines', 'Lufthansa']",625,662.11
brussel,alicante,23/04/2023,06:55,17:20,2,"['LH 5629', 'LH 99', 'LH 1174']","['Brussels Airlines', 'Lufthansa']",625,467.11
brussel,ibiza,23/04/2023,06:00,08:25,0,['SN 3777'],['Brussels Airlines'],145,147.14
brussel,ibiza,23/04/2023,07:00,12:05,1,"['LH 5587', 'LH 4308']","['Brussels Airlines', 'EW Discover']",305,196.67
brussel,ibiza,23/04/2023,06:55,16:25,1,"['LH 5629', 'LH 1846']","['Brussels Airlines', 'EW Discover']",570,189.58
brussel,ibiza,23/04/2023,07:00,12:05,1,"['LH 5587', '4Y 530']","['Brussels Airlines', 'EW Discover']",305,196.67
brussel,ibiza,23/04/2023,07:00,16:25,2,"['LH 5587', 'LH 100', 'LH 1846']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",565,417.11
brussel,ibiza,23/04/2023,07:00,16:25,2,"['LH 5587', 'LH 104', 'LH 1846']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",565,239.11
brussel,malaga,23/04/2023,06:00,08:50,0,['SN 3733'],['Brussels Airlines'],170,314.14
brussel,malaga,23/04/2023,09:35,12:25,0,['SN 3735'],['Brussels Airlines'],170,444.14
brussel,malaga,23/04/2023,16:25,19:20,0,['SN 3737'],['Brussels Airlines'],175,444.14
brussel,malaga,23/04/2023,07:00,12:10,1,"['LH 5587', 'LH 1148']","['Brussels Airlines', 'Lufthansa']",310,317.67
brussel,malaga,23/04/2023,06:55,13:40,1,"['LH 5629', 'LH 1832']","['Brussels Airlines', 'Lufthansa']",405,375.58
brussel,malaga,23/04/2023,06:20,13:50,1,"['LX 4551', 'LX 2104']","['Brussels Airlines', 'Swiss International Air Lines']",450,319.45
brussel,malaga,23/04/2023,06:55,17:50,1,"['LH 5629', 'LH 1834']","['Brussels Airlines', 'Lufthansa']",655,310.58
brussel,palma-de-mallorca,23/04/2023,13:55,16:10,0,['SN 3765'],['Brussels Airlines'],135,441.14
brussel,palma-de-mallorca,23/04/2023,07:00,11:10,1,"['LH 5587', 'LH 1530']","['Brussels Airlines', 'Lufthansa']",250,314.67
brussel,palma-de-mallorca,23/04/2023,06:55,12:00,1,"['LH 5629', 'LH 5330']","['Brussels Airlines', 'EUROWINGS EUROPE LTD FOR EUROWINGS']",305,402.58
brussel,palma-de-mallorca,23/04/2023,07:00,12:25,1,"['LH 5587', 'LH 4302']","['Brussels Airlines', 'EW Discover']",325,314.67
brussel,palma-de-mallorca,23/04/2023,06:20,12:40,1,"['LX 4551', 'LX 2168']","['Brussels Airlines', 'Swiss International Air Lines']",380,316.45
brussel,palma-de-mallorca,23/04/2023,06:55,13:25,1,"['LH 5629', 'LH 5338']","['Brussels Airlines', 'Eurowings']",390,402.58
brussel,tenerife,23/04/2023,13:20,17:00,0,['SN 3781'],['Brussels Airlines'],280,418.14
brussel,tenerife,23/04/2023,07:00,16:00,1,"['LH 5587', 'LH 4380']","['Brussels Airlines', 'EW Discover']",600,486.67
brussel,tenerife,23/04/2023,07:00,16:00,1,"['LH 5587', '4Y 306']","['Brussels Airlines', 'EW Discover']",600,486.67
brussel,tenerife,23/04/2023,06:55,16:00,2,"['LH 5629', 'LH 101', 'LH 4380']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",605,795.11
brussel,tenerife,23/04/2023,06:55,16:00,2,"['LH 5629', 'LH 99', 'LH 4380']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",605,600.11
brussel,tenerife,23/04/2023,15:00,09:55,2,"['LX 4557', 'LX 2819', 'LX 8214']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",1195,696.52
brussel,corfu,23/04/2023,None,None,None,None,None,None,None
brussel,heraklion,24/04/2023,19:20,19:55,2,"['LX 4563', 'LX 2805', 'LX 8348']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",1415,373.54
brussel,heraklion,24/04/2023,19:20,19:55,2,"['LX 4563', 'LX 8348']","['Brussels Airlines', 'SWISS RAILWAYS', 'Edelweiss Air']",1415,361.28
brussel,rhodes,24/04/2023,06:55,19:55,2,"['LX 4545', 'LX 8358', 'LX 8358']","['Brussels Airlines', 'Edelweiss Air']",720,296.21
brussel,rhodes,24/04/2023,06:20,19:55,3,"['LX 4551', 'LX 2809', 'LX 8358', 'LX 8358']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",755,351.52
brussel,rhodes,24/04/2023,06:20,19:55,3,"['LX 4551', 'LX 2807', 'LX 8358', 'LX 8358']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",755,408.52
brussel,brindisi,24/04/2023,06:55,13:55,1,"['LX 4545', 'LX 1722']","['Brussels Airlines', 'Helvetic Airways']",420,291.21
brussel,brindisi,24/04/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines', 'Helvetic Airways']",455,419.52
brussel,brindisi,24/04/2023,19:20,13:55,2,"['LX 4563', 'LX 2805', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines']",1115,425.54
brussel,brindisi,24/04/2023,19:20,13:55,2,"['LX 4563', 'LX 1722']","['Brussels Airlines', 'SWISS RAILWAYS', 'Swiss International Air Lines']",1115,413.28
brussel,napels,24/04/2023,09:35,11:55,0,['SN 3169'],['Brussels Airlines'],140,285.14
brussel,napels,24/04/2023,19:00,22:35,1,"['LH 5631', 'LH 1880']","['Brussels Airlines', 'Lufthansa']",215,95.58
brussel,napels,24/04/2023,19:00,22:35,1,"['SN 2647', 'SN 7181']","['Brussels Airlines', 'Lufthansa']",215,95.58
brussel,napels,24/04/2023,07:00,12:00,1,"['LH 5587', 'LH 334']","['Brussels Airlines', 'Lufthansa']",300,102.67
brussel,napels,24/04/2023,07:00,12:00,1,"['SN 2607', 'SN 7183']","['Brussels Airlines', 'Lufthansa']",300,126.67
brussel,napels,24/04/2023,06:55,12:25,1,"['SN 2641', 'SN 7177']","['Brussels Airlines', 'Lufthansa']",330,95.58
brussel,napels,24/04/2023,06:55,12:25,1,"['LH 5629', 'LH 1876']","['Brussels Airlines', 'Lufthansa']",330,95.58
brussel,palermo,24/04/2023,06:55,11:05,1,"['LH 5629', 'LH 1914']","['Brussels Airlines', 'EW Discover']",250,83.58
brussel,palermo,24/04/2023,06:55,13:55,1,"['LX 4545', 'LX 1742']","['Brussels Airlines', 'Swiss International Air Lines']",420,186.21
brussel,palermo,24/04/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1742']","['Brussels Airlines', 'Swiss International Air Lines']",455,331.52
brussel,palermo,24/04/2023,19:15,11:05,2,"['LH 5589', 'LH 94', 'LH 1914']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",950,138.32
brussel,faro,24/04/2023,09:20,11:20,0,['SN 3801'],['Brussels Airlines'],180,736.14
brussel,faro,24/04/2023,09:35,15:00,1,"['LH 5625', 'LH 1786']","['Brussels Airlines', 'Lufthansa']",385,232.58
brussel,faro,24/04/2023,17:05,23:50,1,"['SN 3819', 'TP 1909']","['Brussels Airlines', 'Tap Air Portugal']",465,460.25
brussel,faro,24/04/2023,09:15,17:20,1,"['SN 3815', 'TP 1903']","['Brussels Airlines', 'Tap Air Portugal']",545,541.25
brussel,alicante,24/04/2023,05:55,08:25,0,['SN 3771'],['Brussels Airlines'],150,422.14
brussel,alicante,24/04/2023,06:55,19:00,1,"['LX 4545', 'LX 2174']","['Brussels Airlines', 'Helvetic Airways']",725,463.21
brussel,alicante,24/04/2023,06:20,19:00,2,"['LX 4551', 'LX 2811', 'LX 2174']","['Brussels Airlines', 'Swiss International Air Lines', 'Helvetic Airways']",760,533.52
brussel,alicante,24/04/2023,06:20,19:00,2,"['LX 4551', 'LX 2174']","['Brussels Airlines', 'SWISS RAILWAYS', 'Helvetic Airways']",760,527.28
brussel,ibiza,24/04/2023,06:55,11:20,1,"['LH 5629', 'LH 1846']","['Brussels Airlines', 'EW Discover']",265,124.58
brussel,ibiza,24/04/2023,07:00,11:55,1,"['LH 5587', 'LH 4308']","['Brussels Airlines', 'EW Discover']",295,89.67
brussel,ibiza,24/04/2023,07:00,11:55,1,"['LH 5587', '4Y 530']","['Brussels Airlines', 'EW Discover']",295,89.67
brussel,malaga,24/04/2023,11:55,14:45,0,['SN 3735'],['Brussels Airlines'],170,444.14
brussel,malaga,24/04/2023,16:25,19:20,0,['SN 3737'],['Brussels Airlines'],175,314.14
brussel,malaga,24/04/2023,07:00,12:10,1,"['LH 5587', 'LH 1148']","['Brussels Airlines', 'Lufthansa']",310,382.67
brussel,malaga,24/04/2023,06:55,12:50,1,"['LX 4545', 'LX 2110']","['Brussels Airlines', 'Swiss International Air Lines']",355,375.21
brussel,malaga,24/04/2023,06:50,12:55,1,"['OS 8172', 'OS 385']","['Brussels Airlines', 'Austrian Airlines']",365,510.38
brussel,malaga,24/04/2023,06:55,15:10,1,"['LX 4545', 'LX 2114']","['Brussels Airlines', 'Swiss International Air Lines']",495,375.21
brussel,malaga,24/04/2023,09:35,17:50,1,"['LH 5625', 'LH 1834']","['Brussels Airlines', 'EW Discover']",495,310.58
brussel,palma-de-mallorca,24/04/2023,09:35,14:10,1,"['LH 5625', 'LH 1794']","['Brussels Airlines', 'Lufthansa']",275,502.58
brussel,palma-de-mallorca,24/04/2023,06:55,11:55,1,"['LX 4545', 'LX 2158']","['Brussels Airlines', 'Helvetic Airways']",300,119.21
brussel,palma-de-mallorca,24/04/2023,07:00,12:25,1,"['LH 5587', 'LH 4302']","['Brussels Airlines', 'EW Discover']",325,191.67
brussel,palma-de-mallorca,24/04/2023,13:45,19:55,1,"['LH 5627', 'LH 5328']","['Brussels Airlines', 'Eurowings']",370,125.58
brussel,palma-de-mallorca,24/04/2023,06:50,13:05,1,"['OS 8172', 'OS 433']","['Brussels Airlines', 'Austrian Airlines']",375,100.38
brussel,palma-de-mallorca,24/04/2023,13:45,20:10,1,"['LH 5627', 'LH 5330']","['Brussels Airlines', 'Eurowings']",385,125.58
brussel,tenerife,24/04/2023,15:00,09:50,2,"['LX 4557', 'LX 2819', 'LX 8214']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",1190,248.52
brussel,corfu,24/04/2023,None,None,None,None,None,None,None
brussel,heraklion,25/04/2023,06:55,19:55,1,"['LX 4545', 'LX 8348']","['Brussels Airlines', 'Edelweiss Air']",720,269.21
brussel,heraklion,25/04/2023,06:20,19:55,2,"['LX 4551', 'LX 2807', 'LX 8348']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",755,367.52
brussel,heraklion,25/04/2023,06:20,19:55,2,"['LX 4551', 'LX 2809', 'LX 8348']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",755,437.52
brussel,rhodes,25/04/2023,None,None,None,None,None,None,None
brussel,brindisi,25/04/2023,06:55,13:55,1,"['LX 4545', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines']",420,349.21
brussel,brindisi,25/04/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines']",455,419.52
brussel,brindisi,25/04/2023,19:20,13:55,2,"['LX 4563', 'LX 1722']","['Brussels Airlines', 'SWISS RAILWAYS', 'Swiss International Air Lines']",1115,413.28
brussel,napels,25/04/2023,07:35,09:55,0,['SN 3169'],['Brussels Airlines'],140,142.14
brussel,napels,25/04/2023,19:00,22:35,1,"['LH 5631', 'LH 1880']","['Brussels Airlines', 'Lufthansa']",215,149.58
brussel,napels,25/04/2023,19:00,22:35,1,"['SN 2647', 'SN 7181']","['Brussels Airlines', 'Lufthansa']",215,149.58
brussel,napels,25/04/2023,07:00,12:00,1,"['SN 2607', 'SN 7183']","['Brussels Airlines', 'Lufthansa']",300,353.67
brussel,napels,25/04/2023,07:00,12:00,1,"['LH 5587', 'LH 334']","['Brussels Airlines', 'Lufthansa']",300,191.67
brussel,napels,25/04/2023,06:55,12:25,1,"['LH 5629', 'LH 1876']","['Brussels Airlines', 'Lufthansa']",330,119.58
brussel,napels,25/04/2023,06:55,12:25,1,"['SN 2641', 'SN 7177']","['Brussels Airlines', 'Lufthansa']",330,149.58
brussel,palermo,25/04/2023,06:55,11:05,1,"['LH 5629', 'LH 1914']","['Brussels Airlines', 'EW Discover']",250,99.58
brussel,palermo,25/04/2023,06:55,13:55,1,"['LX 4545', 'LX 1742']","['Brussels Airlines', 'Swiss International Air Lines']",420,222.21
brussel,palermo,25/04/2023,06:50,19:00,1,"['OS 8172', 'OS 487']","['Brussels Airlines', 'Austrian Airlines']",730,104.38
brussel,palermo,25/04/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1742']","['Brussels Airlines', 'Swiss International Air Lines']",455,331.52
brussel,palermo,25/04/2023,19:15,11:05,2,"['LH 5589', 'LH 94', 'LH 1914']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",950,138.32
brussel,faro,25/04/2023,09:20,11:20,0,['SN 3801'],['Brussels Airlines'],180,736.14
brussel,faro,25/04/2023,09:35,15:00,1,"['LH 5625', 'LH 1786']","['Brussels Airlines', 'Lufthansa']",385,232.58
brussel,faro,25/04/2023,06:55,18:25,1,"['LX 4545', 'LX 8298']","['Brussels Airlines', 'Edelweiss Air']",750,171.21
brussel,faro,25/04/2023,17:05,23:50,1,"['SN 3819', 'TP 1909']","['Brussels Airlines', 'Tap Air Portugal']",465,541.25
brussel,faro,25/04/2023,09:15,17:20,1,"['SN 3815', 'TP 1903']","['Brussels Airlines', 'Portugália']",545,541.25
brussel,alicante,25/04/2023,05:55,08:25,0,['SN 3771'],['Brussels Airlines'],150,148.14
brussel,ibiza,25/04/2023,06:20,19:55,2,"['LX 4551', 'LX 2807', 'LX 8266']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",815,222.52
brussel,ibiza,25/04/2023,06:20,19:55,2,"['LX 4551', 'LX 8266']","['Brussels Airlines', 'SWISS RAILWAYS', 'Edelweiss Air']",815,216.28
brussel,malaga,25/04/2023,11:55,14:45,0,['SN 3735'],['Brussels Airlines'],170,444.14
brussel,malaga,25/04/2023,13:30,16:25,0,['SN 3737'],['Brussels Airlines'],175,444.14
brussel,malaga,25/04/2023,06:55,12:50,1,"['LX 4545', 'LX 2110']","['Brussels Airlines', 'Swiss International Air Lines']",355,505.21
brussel,malaga,25/04/2023,06:50,12:55,1,"['OS 8172', 'OS 385']","['Brussels Airlines', 'Austrian Airlines']",365,380.38
brussel,malaga,25/04/2023,06:55,13:35,1,"['LH 5629', 'LH 1832']","['Brussels Airlines', 'Lufthansa']",400,152.58
brussel,malaga,25/04/2023,06:55,15:10,1,"['LX 4545', 'LX 2114']","['Brussels Airlines', 'Swiss International Air Lines']",495,310.21
brussel,palma-de-mallorca,25/04/2023,07:00,12:25,1,"['LH 5587', 'LH 4302']","['Brussels Airlines', 'EW Discover']",325,269.67
brussel,palma-de-mallorca,25/04/2023,13:45,19:55,1,"['LH 5627', 'LH 5328']","['Brussels Airlines', 'EUROWINGS EUROPE LTD FOR EUROWINGS']",370,125.58
brussel,palma-de-mallorca,25/04/2023,06:50,13:05,1,"['OS 8172', 'OS 433']","['Brussels Airlines', 'Austrian Airlines']",375,100.38
brussel,palma-de-mallorca,25/04/2023,13:45,20:15,1,"['LH 5627', 'LH 5334']","['Brussels Airlines', 'AVION EXPRESS MALTA FOR EUROWINGS']",390,125.58
brussel,palma-de-mallorca,25/04/2023,06:55,14:05,1,"['LX 4545', 'LX 2156']","['Brussels Airlines', 'Swiss International Air Lines']",430,149.21
brussel,palma-de-mallorca,25/04/2023,06:55,14:05,1,"['LH 5629', 'LH 5332']","['Brussels Airlines', 'AVION EXPRESS MALTA FOR EUROWINGS']",430,214.58
brussel,tenerife,25/04/2023,13:20,17:00,0,['SN 3781'],['Brussels Airlines'],280,314.14
brussel,tenerife,25/04/2023,06:55,16:00,2,"['LH 5629', 'LH 101', 'LH 4380']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",605,315.11
brussel,tenerife,25/04/2023,06:55,16:00,2,"['LH 5629', 'LH 99', 'LH 4380']","['Brussels Airlines', 'Lufthansa', 'EW Discover']",605,315.11
brussel,tenerife,25/04/2023,15:00,09:55,2,"['LX 4557', 'LX 2819', 'LX 8214']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",1195,208.52
brussel,corfu,25/04/2023,None,None,None,None,None,None,None
brussel,heraklion,26/04/2023,05:55,10:20,0,['SN 3255'],['Brussels Airlines'],205,652.14
brussel,heraklion,26/04/2023,15:00,10:15,2,"['LX 4557', 'LX 2819', 'LX 8348']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",1095,320.52
brussel,rhodes,26/04/2023,15:00,11:35,3,"['LX 4557', 'LX 2819', 'LX 8358', 'LX 8358']","['Brussels Airlines', 'Swiss International Air Lines', 'Edelweiss Air']",1175,260.52
brussel,brindisi,26/04/2023,06:55,13:55,1,"['LX 4545', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines']",420,291.21
brussel,brindisi,26/04/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines']",455,355.52
brussel,brindisi,26/04/2023,19:20,13:55,2,"['LX 4563', 'LX 2805', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines', 'Air Baltic']",1115,425.54
brussel,brindisi,26/04/2023,19:20,13:55,2,"['LX 4563', 'LX 1722']","['Brussels Airlines', 'SWISS RAILWAYS', 'Air Baltic']",1115,413.28
brussel,napels,26/04/2023,09:35,11:55,0,['SN 3169'],['Brussels Airlines'],140,285.14
brussel,napels,26/04/2023,19:00,22:35,1,"['SN 2647', 'SN 7181']","['Brussels Airlines', 'Lufthansa']",215,95.58
brussel,napels,26/04/2023,19:00,22:35,1,"['LH 5631', 'LH 1880']","['Brussels Airlines', 'Lufthansa']",215,95.58
brussel,napels,26/04/2023,07:00,12:05,1,"['LH 5587', 'LH 334']","['Brussels Airlines', 'Lufthansa']",305,353.67
brussel,napels,26/04/2023,07:00,12:05,1,"['SN 2607', 'SN 7183']","['Brussels Airlines', 'Lufthansa']",305,418.67
